Index,Correlation Squared
0.0,0.00046996072695558753
0.011799410029498525,0.0004692794237897177
0.02359882005899705,0.00046791842362021204
0.035398230088495575,0.00046588094049449197
0.0471976401179941,0.00046317183993242853
0.058997050147492625,0.0004597946329564906
0.07079646017699115,0.00045575595692061975
0.08259587020648967,0.00045106847405799793
0.0943952802359882,0.00044574318870545606
0.10619469026548672,0.00043979255114563065
0.11799410029498525,0.0004332306661316526
0.12979351032448377,0.00042606633974731097
0.1415929203539823,0.00041831790507979234
0.15339233038348082,0.0004100082249335543
0.16519174041297935,0.00040115715053632773
0.17699115044247787,0.0003917740812560813
0.1887905604719764,0.00038189284833185474
0.20058997050147492,0.0003715360975236011
0.21238938053097345,0.00036072140679596057
0.22418879056047197,0.0003494848035099309
0.2359882005899705,0.00033784695354151245
0.24778761061946902,0.0003258426790778872
0.25958702064896755,0.00031349872797158546
0.2713864306784661,0.0003008511733026187
0.2831858407079646,0.00028792947323053313
0.2949852507374631,0.00027477279919626993
0.30678466076696165,0.0002614148718447777
0.3185840707964602,0.00024789569488215614
0.3303834808259587,0.00023425463802762532
0.3421828908554572,0.00022053237254160646
0.35398230088495575,0.0002067727160876734
0.36578171091445427,0.0001930189325525944
0.3775811209439528,0.00017931652393784073
0.3893805309734513,0.00016571289679190751
0.40117994100294985,0.0001522566853149273
0.41297935103244837,0.00013899768759204583
0.4247787610619469,0.00012598749266220868
0.4365781710914454,0.00011327823476831562
0.44837758112094395,0.00010092557406837179
0.46017699115044247,8.898576177335803e-05
0.471976401179941,7.751705754524548e-05
0.4837758112094395,6.65785999527481e-05
0.49557522123893805,5.6231176303905087e-05
0.5073746312684366,4.653720987133801e-05
0.5191740412979351,3.756106168170738e-05
0.5309734513274336,2.936892210694096e-05
0.5427728613569321,2.202845086420629e-05
0.5545722713864307,1.560908893268301e-05
0.5663716814159292,1.0182116105363427e-05
0.5781710914454277,5.824851994381176e-06
0.5899705014749262,2.6199964211521453e-06
0.6017699115044248,6.509414386475473e-07
0.6135693215339233,4.5736956267402635e-10
0.6253687315634218,7.488772142314833e-07
0.6371681415929203,2.974543901078079e-06
0.6489675516224189,6.752563066920262e-06
0.6607669616519174,1.215422966993264e-05
0.6725663716814159,1.9250206231660933e-05
0.6843657817109144,2.8107089003378784e-05
0.696165191740413,3.878494777631247e-05
0.7079646017699115,5.134418813914343e-05
0.71976401179941,6.58442385297314e-05
0.7315634218289085,8.233397141985424e-05
0.7433628318584071,0.000100865941217342
0.7551622418879056,0.00012149691806530278
0.7669616519174041,0.0001442612334017501
0.7787610619469026,0.00016920154113709196
0.7905604719764012,0.00019637520122592857
0.8023598820058997,0.0002258069115551771
0.8141592920353982,0.00025753427117919
0.8259587020648967,0.0002916114404237131
0.8377581120943953,0.0003280454803551132
0.8495575221238938,0.00036687677907539163
0.8613569321533923,0.0004081610217352008
0.8731563421828908,0.00045189089124811
0.8849557522123894,0.0004981077582626455
0.8967551622418879,0.0005468473484666825
0.9085545722713864,0.0005981136904748131
0.9203539823008849,0.0006519511511400234
0.9321533923303835,0.0007083669014956369
0.943952802359882,0.0007673756488632873
0.9557522123893805,0.000829003976947337
0.967551622418879,0.0008932810028829896
0.9793510324483776,0.000960197469096035
0.9911504424778761,0.0010297683073276567
1.0029498525073746,0.0011020224453987598
1.0147492625368733,0.0011769776977294
1.0265486725663717,0.0012545976935329252
1.0383480825958702,0.0013349281517980067
1.0501474926253687,0.0014179834745170474
1.0619469026548671,0.0015037222869774991
1.0737463126843658,0.0015921873261881784
1.0855457227138643,0.0016833808457857456
1.0973451327433628,0.0017772390860023982
1.1091445427728615,0.0018738596139878
1.12094395280236,0.001973183881283704
1.1327433628318584,0.0020751265129608635
1.1445427728613569,0.002179866298118678
1.1563421828908553,0.0022872714542388622
1.168141592920354,0.0023972322214817917
1.1799410029498525,0.002509996981530575
1.191740412979351,0.002625372537658941
1.2035398230088497,0.0027432495987238688
1.2153392330383481,0.0028638980889434677
1.2271386430678466,0.002987089693750301
1.238938053097345,0.003112730529395033
1.2507374631268435,0.003241080955714009
1.2625368731563422,0.003371878833879766
1.2743362831858407,0.003505078857967048
1.2861356932153392,0.0036409002765404063
1.2979351032448379,0.003779045585632519
1.3097345132743363,0.00391954807151001
1.3215339233038348,0.0040625558191808376
1.3333333333333333,0.004207746523186865
1.3451327433628317,0.004355241244463514
1.3569321533923304,0.004505094719314127
1.368731563421829,0.004656984479324025
1.3805309734513274,0.0048111073352336935
1.392330383480826,0.004967410848330112
1.4041297935103245,0.005125612591288519
1.415929203539823,0.005285941172389978
1.4277286135693215,0.005448240905329126
1.43952802359882,0.005612327887622373
1.4513274336283186,0.005778384427954605
1.463126843657817,0.005946173657653816
1.4749262536873156,0.006115674076804065
1.4867256637168142,0.006286925190911806
1.4985250737463127,0.006459684355117727
1.5103244837758112,0.006634044095432317
1.5221238938053097,0.006809900053146921
1.5339233038348081,0.0069870786904454715
1.5457227138643068,0.007165681358463537
1.5575221238938053,0.007345499391536003
1.5693215339233038,0.0075265094779619415
1.5811209439528024,0.007708682756868481
1.592920353982301,0.007891820191081471
1.6047197640117994,0.00807598286370152
1.6165191740412979,0.008261005246653267
1.6283185840707963,0.008446805928088018
1.640117994100295,0.008633374024230587
1.6519174041297935,0.008820509858272076
1.663716814159292,0.009008248468963267
1.6755162241887906,0.0091964211923847
1.6873156342182891,0.00938495553842047
1.6991150442477876,0.009573808482007352
1.710914454277286,0.009762794781859659
1.7227138643067845,0.009951935596650394
1.7345132743362832,0.010141037353699206
1.7463126843657817,0.010330072563028403
1.7581120943952802,0.010518925931565087
1.7699115044247788,0.010707465233010019
1.7817109144542773,0.010895666285970173
1.7935103244837758,0.011083340836769682
1.8053097345132743,0.011270482461205064
1.8171091445427727,0.011456909192654087
1.8289085545722714,0.011642578534130175
1.8407079646017699,0.011827362217006943
1.8525073746312684,0.012011146010345782
1.864306784660767,0.01219386885009714
1.8761061946902655,0.012375366604249182
1.887905604719764,0.012555608501279106
1.8997050147492625,0.012734413912499958
